date,rainfall_mm,depth_to_groundwater_m,temperature_C,drainage_m3,river_hydrometry_m
06/01/2010,0.0,-29.04,8.8,-27055.296,3.7
07/01/2010,0.0,-29.06,7.9,-26687.232,3.7
08/01/2010,0.0,-28.96,7.9,-26373.6,3.8
09/01/2010,3.6,-28.99,7.5,-28149.12,3.4
10/01/2010,0.0,-29.03,5.4,-27006.912,3.1
11/01/2010,0.0,-29.02,3.4,-26182.656,2.9
12/01/2010,0.1,-28.99,0.8,-27181.44,2.8
13/01/2010,0.0,-28.9,3.2,-27298.944,2.7
14/01/2010,0.0,-28.9,3.8,-27240.192,2.6
15/01/2010,0.0,-28.91,5.2,-27903.744,2.6
16/01/2010,0.0,-28.94,4.7,-27692.928,2.6
17/01/2010,0.0,-28.86,1.7,-25844.832,2.5
18/01/2010,0.1,-28.8,4.5,-25982.208,2.5
19/01/2010,0.0,-28.75,2.3,-26390.016,2.5
20/01/2010,0.0,-28.73,1.2,-28549.152,2.4
21/01/2010,0.0,-28.74,2.6,-30546.72,2.4
22/01/2010,0.0,-28.78,1.5,-29787.264,2.4
23/01/2010,0.0,-28.77,2.8,-30443.04,2.4
24/01/2010,0.0,-28.73,1.0,-29510.784,2.4
25/01/2010,0.0,-28.69,4.1,-29325.888,2.4
26/01/2010,12.7,-28.6,3.7,-26953.344,2.4
27/01/2010,0.0,-28.55,4.1,-27984.96,2.5
28/01/2010,0.0,-28.43,0.3,-26308.8,2.4
29/01/2010,0.0,-28.41,1.1,-28707.264,2.4
30/01/2010,0.0,-28.36,6.2,-28721.952,2.4
31/01/2010,0.0,-28.44,3.3,-28084.32,2.6
01/02/2010,0.0,-28.5,0.3,-27634.176,2.5
02/02/2010,0.0,-28.52,0.0,-28485.216,2.5
03/02/2010,0.0,-28.5,3.7,-29073.6,2.5
04/02/2010,0.0,-28.51,6.6,-28097.28,2.4
05/02/2010,19.4,-28.41,5.3,-27845.856,2.5
06/02/2010,0.0,-28.37,4.3,-30117.312,2.9
07/02/2010,0.0,-28.3,4.8,-27258.336,2.8
08/02/2010,0.0,-28.35,2.9,-29261.088,2.7
09/02/2010,3.3,-28.3,2.7,-28789.344,2.6
10/02/2010,0.0,-28.23,4.0,-28385.856,2.7
11/02/2010,0.0,-28.26,3.2,-27807.84,2.7
12/02/2010,0.6,-28.29,1.9,-28737.504,2.7
13/02/2010,0.0,-28.37,2.4,-30690.144,2.6
14/02/2010,0.0,-28.28,3.9,-29611.872,2.6
15/02/2010,0.0,-28.26,6.5,-29280.096,2.6
16/02/2010,0.0,-28.22,6.4,-28899.072,2.6
17/02/2010,0.0,-28.15,8.7,-29039.04,2.5
18/02/2010,1.2,-28.14,12.0,-28455.84,2.7
19/02/2010,0.0,-28.05,11.0,-28434.24,2.9
20/02/2010,0.0,-28.05,8.3,-28166.4,3.1
21/02/2010,0.5,-28.1,7.7,-27768.96,3.2
22/02/2010,0.0,-28.03,7.9,-28289.952,3.0
23/02/2010,0.0,-27.96,12.3,-28180.224,3.2
24/02/2010,0.0,-27.97,10.5,-28575.072,3.3
25/02/2010,0.0,-27.91,10.3,-26650.944,3.1
26/02/2010,0.3,-27.83,12.1,-27958.176,3.0
27/02/2010,0.0,-27.9,10.2,-28399.68,2.9
28/02/2010,0.0,-27.77,12.9,-25144.992,2.8
01/03/2010,7.0,-27.7,12.7,-25276.32,2.7
02/03/2010,0.0,-27.8,10.4,-27832.896,2.8
03/03/2010,0.1,-27.65,8.3,-26872.128,2.7
04/03/2010,0.0,-27.56,8.2,-27307.584,2.7
05/03/2010,0.0,-27.62,5.2,-28559.52,2.7
06/03/2010,0.0,-27.62,4.0,-28823.904,2.6
07/03/2010,0.0,-27.56,3.5,-28828.224,2.6
08/03/2010,0.0,-27.48,3.7,-28755.648,2.6
09/03/2010,6.0,-27.39,3.3,-28407.456,2.6
10/03/2010,0.0,-27.37,4.8,-29382.048,2.7
11/03/2010,0.0,-27.37,3.5,-30672.864,2.7
12/03/2010,0.8,-27.37,6.4,-29093.472,2.7
13/03/2010,0.0,-27.35,6.3,-30240.864,2.7
14/03/2010,0.0,-27.29,6.2,-29772.576,2.7
15/03/2010,0.0,-27.26,7.6,-29472.768,2.6
16/03/2010,0.0,-27.27,7.1,-30235.68,2.6
17/03/2010,0.0,-27.27,7.9,-29597.184,2.6
18/03/2010,0.0,-27.22,8.5,-30076.704,2.6
19/03/2010,0.0,-27.16,9.6,-29795.04,2.5
20/03/2010,0.0,-27.08,11.0,-29649.888,2.5
21/03/2010,0.0,-26.95,11.5,-27330.048,2.5
22/03/2010,0.0,-26.94,11.9,-30145.824,2.5
23/03/2010,0.0,-26.9,13.3,-29899.584,2.5
24/03/2010,0.0,-26.88,13.0,-30392.928,2.5
25/03/2010,0.0,-26.85,13.0,-29750.976,2.4
26/03/2010,0.0,-26.78,13.9,-30524.256,2.4
27/03/2010,0.0,-26.71,12.2,-30421.44,2.4
28/03/2010,0.0,-26.64,12.7,-28461.024,2.4
29/03/2010,0.0,-26.63,12.4,-29742.336,2.4
30/03/2010,0.0,-26.55,13.6,-30382.56,2.4
31/03/2010,0.0,-26.56,13.1,-30345.408,2.4
01/04/2010,0.0,-26.58,10.9,-30392.064,2.3
02/04/2010,0.0,-26.56,11.3,-30416.256,2.3
03/04/2010,0.0,-26.58,10.8,-31186.08,2.3
04/04/2010,0.0,-26.51,7.6,-27911.52,2.4
05/04/2010,4.5,-26.34,9.0,-23087.808,2.7
06/04/2010,0.0,-26.35,9.8,-26806.464,2.6
07/04/2010,0.0,-26.38,12.1,-30120.768,2.5
08/04/2010,0.0,-26.33,12.0,-27752.544,2.5
09/04/2010,0.0,-26.35,12.7,-29311.2,2.4
10/04/2010,0.0,-26.34,13.6,-31201.632,2.4
11/04/2010,0.0,-26.21,7.5,-27103.68,2.5
12/04/2010,0.9,-26.2,9.3,-29438.208,2.5
13/04/2010,0.0,-26.17,9.8,-27343.008,2.2
14/04/2010,0.0,-26.11,10.9,-26569.728,2.1
15/04/2010,0.0,-26.17,12.9,-29223.936,2.1
16/04/2010,0.0,-26.16,11.8,-28342.656,2.2
17/04/2010,0.0,-26.15,11.5,-27753.408,2.4
18/04/2010,0.0,-26.09,12.2,-27562.464,2.5
19/04/2010,0.0,-26.1,12.2,-28880.064,2.5
20/04/2010,0.0,-26.1,13.4,-28311.552,2.5
21/04/2010,0.0,-26.1,14.9,-29424.384,2.4
22/04/2010,0.0,-26.05,16.1,-29222.208,2.3
23/04/2010,0.0,-26.04,13.0,-28227.744,2.3
24/04/2010,0.0,-25.98,14.8,-29229.12,2.4
25/04/2010,0.0,-25.98,16.5,-27742.176,2.4
26/04/2010,0.0,-25.98,18.5,-29704.32,2.3
27/04/2010,0.0,-26.03,16.8,-31035.744,2.3
28/04/2010,0.0,-26.01,17.4,-29166.912,2.2
29/04/2010,0.0,-26.0,16.9,-30972.672,2.1
30/04/2010,0.0,-25.99,17.2,-30746.304,2.1
01/05/2010,0.0,-25.97,17.3,-30464.64,2.2
02/05/2010,0.0,-25.79,16.3,-23686.56,2.4
03/05/2010,6.5,-25.69,17.5,-25918.272,2.5
04/05/2010,0.0,-25.65,16.6,-26576.64,2.5
05/05/2010,0.3,-25.73,14.4,-29960.064,2.4
06/05/2010,0.0,-25.76,10.9,-28631.232,2.3
07/05/2010,0.0,-25.78,13.2,-29571.264,2.3
08/05/2010,0.0,-25.78,14.0,-29838.24,2.3
09/05/2010,0.0,-25.69,14.7,-26657.856,2.3
10/05/2010,0.0,-25.66,16.3,-27371.52,2.3
11/05/2010,0.0,-25.61,16.4,-26873.856,2.4
12/05/2010,16.1,-25.65,16.0,-27857.088,2.4
13/05/2010,0.0,-25.63,14.3,-28105.056,2.5
14/05/2010,19.8,-25.6,13.2,-28744.416,2.9
15/05/2010,21.5,-25.49,11.6,-27272.16,3.4
16/05/2010,0.0,-25.51,12.6,-25475.904,3.3
17/05/2010,0.0,-25.53,14.3,-26365.824,3.0
18/05/2010,3.7,-25.55,15.0,-27584.064,2.9
19/05/2010,0.0,-25.5,13.7,-27372.384,2.8
20/05/2010,0.0,-25.52,14.4,-28449.792,2.7
21/05/2010,0.0,-25.52,15.7,-28963.008,2.6
22/05/2010,0.0,-25.52,16.7,-30829.248,2.6
23/05/2010,0.0,-25.49,18.2,-29011.392,2.5
24/05/2010,0.0,-25.32,19.5,-28904.256,2.4
25/05/2010,0.0,-25.39,20.2,-31125.6,2.4
26/05/2010,0.0,-25.41,19.9,-31501.44,2.4
27/05/2010,0.0,-25.38,20.0,-30908.736,2.4
28/05/2010,0.0,-25.38,19.2,-30739.392,2.4
29/05/2010,0.0,-25.4,20.1,-32482.08,2.4
30/05/2010,0.0,-25.33,20.6,-29677.536,2.4
31/05/2010,0.0,-25.23,18.6,-28594.08,2.4
01/06/2010,0.0,-25.25,18.0,-30461.184,2.4
02/06/2010,0.0,-25.21,17.2,-28308.96,2.4
03/06/2010,0.9,-25.09,14.8,-25761.888,2.4
04/06/2010,0.0,-25.14,18.3,-28021.248,2.4
05/06/2010,0.0,-25.27,21.4,-31977.504,2.4
06/06/2010,0.0,-25.26,22.9,-30821.472,2.3
07/06/2010,0.0,-25.27,22.8,-32004.288,2.2
08/06/2010,0.0,-25.32,23.5,-31758.912,2.1
09/06/2010,0.0,-25.36,24.2,-33098.976,2.1
10/06/2010,0.0,-25.39,25.6,-30704.832,2.0
11/06/2010,0.0,-25.43,24.7,-32209.92,2.0
12/06/2010,0.0,-25.47,23.4,-32903.712,2.0
13/06/2010,0.0,-25.33,23.5,-27499.392,2.0
14/06/2010,0.0,-25.38,23.9,-29272.32,2.0
15/06/2010,2.2,-25.41,22.5,-31068.576,2.0
16/06/2010,0.0,-25.36,22.2,-27599.616,2.2
17/06/2010,0.0,-25.39,22.3,-31855.68,2.4
18/06/2010,0.0,-25.42,21.5,-33058.368,2.3
19/06/2010,0.0,-25.36,18.4,-29752.704,2.3
20/06/2010,0.0,-25.08,17.7,-25219.296,2.3
21/06/2010,10.1,-24.98,14.2,-24400.224,2.4
22/06/2010,0.0,-25.09,18.2,-27198.72,2.4
23/06/2010,0.0,-25.14,19.7,-28289.088,2.2
24/06/2010,0.0,-25.17,20.4,-29485.728,2.0
25/06/2010,0.0,-25.27,21.5,-30600.288,2.0
26/06/2010,5.3,-25.29,19.6,-30438.72,2.1
27/06/2010,0.0,-25.04,21.7,-23444.64,2.0
28/06/2010,0.0,-25.16,23.0,-28064.448,2.0
29/06/2010,0.0,-25.24,23.9,-30966.624,2.0
30/06/2010,0.0,-25.35,24.4,-32664.384,2.0
01/07/2010,0.0,-25.45,25.1,-31624.128,2.0
02/07/2010,0.0,-25.48,25.6,-31777.92,2.0
03/07/2010,0.0,-25.56,26.5,-32197.824,2.0
04/07/2010,0.0,-25.53,26.4,-30106.944,2.0
05/07/2010,0.0,-25.57,26.2,-30697.92,2.0
06/07/2010,0.0,-25.6,26.0,-30252.096,2.0
07/07/2010,0.0,-25.66,25.9,-30770.496,2.0
08/07/2010,0.0,-25.76,24.9,-33139.584,2.0
09/07/2010,0.0,-25.81,25.9,-34349.184,2.0
10/07/2010,0.0,-25.88,27.0,-34620.48,2.0
11/07/2010,0.0,-25.75,27.2,-25498.368,2.0
12/07/2010,0.0,-25.8,26.3,-30932.928,2.0
13/07/2010,0.0,-25.89,27.3,-33521.472,2.0
14/07/2010,0.0,-25.95,28.6,-32718.816,2.0
15/07/2010,0.0,-26.04,29.2,-33359.904,2.0
16/07/2010,0.0,-26.12,29.9,-31145.472,2.0
17/07/2010,0.0,-26.21,29.8,-34865.856,2.0
18/07/2010,0.0,-26.16,27.5,-29821.824,2.0
19/07/2010,0.0,-26.08,26.9,-30055.104,2.0
20/07/2010,0.0,-26.17,27.8,-33739.2,2.0
21/07/2010,0.0,-26.34,27.8,-36104.832,2.0
22/07/2010,0.0,-26.38,28.7,-34231.68,2.0
23/07/2010,0.0,-26.4,28.4,-33862.752,2.0
24/07/2010,0.0,-26.45,26.4,-33992.352,2.0
25/07/2010,0.0,-26.31,23.4,-26440.992,2.0
26/07/2010,0.0,-26.29,21.5,-28405.728,2.0
27/07/2010,0.0,-26.29,19.5,-26954.208,2.0
28/07/2010,0.0,-26.29,22.5,-27724.032,2.0
29/07/2010,0.0,-26.3,24.0,-27012.96,2.0
30/07/2010,0.0,-26.22,18.1,-29041.632,2.0
31/07/2010,0.0,-26.2,20.6,-28708.128,2.0
01/08/2010,0.0,-26.11,23.2,-25578.72,2.0
02/08/2010,0.0,-26.17,25.6,-29800.224,2.0
03/08/2010,0.0,-26.27,24.3,-34435.584,2.0
04/08/2010,0.0,-26.27,24.4,-32088.096,2.0
05/08/2010,2.0,-26.34,22.1,-33214.752,2.0
06/08/2010,0.0,-26.31,19.2,-30056.832,2.0
07/08/2010,0.0,-26.31,21.4,-31895.424,2.0
08/08/2010,0.0,-26.29,23.5,-29852.064,2.0
09/08/2010,0.0,-26.34,24.3,-32876.064,2.0
10/08/2010,0.0,-26.47,25.1,-34857.216,2.0
11/08/2010,0.0,-26.47,26.1,-30972.672,2.0
12/08/2010,0.0,-26.49,25.4,-31934.304,2.0
13/08/2010,0.0,-26.48,21.8,-29772.576,2.0
14/08/2010,13.7,-26.24,20.1,-24511.68,2.0
15/08/2010,1.7,-26.18,23.2,-25590.816,2.0
16/08/2010,0.0,-26.24,21.7,-29272.32,2.0
17/08/2010,0.0,-26.3,21.8,-31472.928,2.0
18/08/2010,0.0,-26.3,23.0,-32511.456,2.0
19/08/2010,0.0,-26.35,24.6,-33043.68,2.0
20/08/2010,0.0,-26.42,26.3,-34059.744,2.0
21/08/2010,0.0,-26.42,26.2,-32916.672,2.0
22/08/2010,0.0,-26.38,26.8,-31469.472,2.0
23/08/2010,0.0,-26.36,26.4,-32808.672,2.0
24/08/2010,0.0,-26.43,26.5,-33117.12,2.0
25/08/2010,0.0,-26.46,26.7,-32967.648,2.0
26/08/2010,0.0,-26.45,26.8,-31346.784,2.0
27/08/2010,0.0,-26.47,26.8,-31579.2,2.0
28/08/2010,0.0,-26.45,26.6,-31677.696,2.0
29/08/2010,0.0,-26.39,23.0,-27076.032,2.0
30/08/2010,0.0,-26.32,19.2,-26892.864,2.0
31/08/2010,0.0,-26.27,17.9,-26795.232,2.0
01/09/2010,0.0,-26.38,19.0,-30089.664,2.0
02/09/2010,0.0,-26.44,20.7,-31979.232,2.0
03/09/2010,0.0,-26.49,20.7,-33538.752,2.0
04/09/2010,0.0,-26.53,21.9,-33483.456,2.0
05/09/2010,0.0,-26.48,21.7,-29690.496,2.0
06/09/2010,0.0,-26.41,19.9,-28638.144,2.0
07/09/2010,0.0,-26.44,21.8,-31135.104,2.0
08/09/2010,0.0,-26.42,21.1,-30061.152,2.0
09/09/2010,13.3,-26.43,20.6,-29982.528,2.0
10/09/2010,0.0,-26.45,17.4,-30547.584,2.0
11/09/2010,0.0,-26.43,19.9,-31548.096,2.0
12/09/2010,0.0,-26.46,19.3,-32475.168,2.0
13/09/2010,0.0,-26.44,18.5,-30951.072,2.2
14/09/2010,0.8,-26.35,19.6,-27964.224,2.1
15/09/2010,0.0,-26.38,19.5,-29839.104,2.0
16/09/2010,0.0,-26.39,20.6,-30348.864,2.0
17/09/2010,0.0,-26.45,21.7,-32432.832,2.1
18/09/2010,0.1,-26.46,22.6,-32113.152,2.1
19/09/2010,0.0,-26.37,18.9,-27957.312,2.1
20/09/2010,0.0,-26.36,17.4,-27066.528,2.1
21/09/2010,0.0,-26.38,16.0,-28990.656,2.0
22/09/2010,0.0,-26.37,18.2,-29793.312,2.0
23/09/2010,0.0,-26.38,18.1,-31753.728,2.0
24/09/2010,0.0,-26.32,17.4,-30311.712,2.1
25/09/2010,0.0,-26.26,16.0,-30688.416,2.1
26/09/2010,0.3,-26.25,15.5,-28810.08,2.0
27/09/2010,0.0,-26.36,15.7,-30341.088,2.1
28/09/2010,0.0,-26.48,14.7,-31285.44,2.1
29/09/2010,0.0,-26.51,14.5,-31259.52,2.0
30/09/2010,0.0,-26.45,15.0,-31089.312,2.0
01/10/2010,1.1,-26.42,15.7,-30849.12,2.0
02/10/2010,0.0,-26.46,15.9,-32304.096,2.0
03/10/2010,0.0,-26.45,17.2,-32042.304,2.0
04/10/2010,0.0,-26.43,16.5,-31965.408,2.1
05/10/2010,8.9,-26.38,17.2,-30345.408,2.1
06/10/2010,0.0,-26.4,17.3,-30889.728,2.1
07/10/2010,0.0,-26.44,17.3,-31081.536,2.2
08/10/2010,0.0,-26.44,16.3,-30754.944,2.3
09/10/2010,0.0,-26.45,14.1,-32496.768,2.3
10/10/2010,0.0,-26.35,13.2,-30379.968,2.3
11/10/2010,0.0,-26.34,13.9,-29392.416,2.2
12/10/2010,0.0,-26.36,14.6,-30583.008,2.0
13/10/2010,0.0,-26.32,14.5,-29110.752,2.0
14/10/2010,0.0,-26.32,14.2,-29235.168,2.0
15/10/2010,0.0,-26.31,13.6,-29886.624,2.0
16/10/2010,0.0,-26.33,13.6,-31603.392,2.0
17/10/2010,0.0,-26.31,13.5,-28698.624,2.1
18/10/2010,0.0,-26.32,11.3,-30303.072,2.0
19/10/2010,0.0,-26.33,12.6,-30831.84,2.0
20/10/2010,0.0,-26.36,9.9,-29595.456,2.0
21/10/2010,0.0,-26.4,9.6,-29717.28,2.0
22/10/2010,0.0,-26.46,10.7,-31372.704,2.0
23/10/2010,0.0,-26.5,12.9,-34405.344,2.0
24/10/2010,0.0,-26.53,15.1,-35950.176,2.1
25/10/2010,0.0,-26.37,13.2,-30131.136,2.1
26/10/2010,0.0,-26.43,10.0,-28804.896,2.1
27/10/2010,0.0,-26.51,9.6,-31369.248,2.1
28/10/2010,0.0,-26.47,8.8,-29866.752,2.1
29/10/2010,0.0,-26.46,8.1,-30988.224,2.1
30/10/2010,0.0,-26.45,9.2,-31577.472,2.1
31/10/2010,0.0,-26.34,14.3,-28234.656,2.1
01/11/2010,17.4,-26.28,16.1,-27807.84,2.1
02/11/2010,0.0,-26.28,13.6,-28564.704,2.1
03/11/2010,0.0,-26.4,12.9,-29848.608,2.1
04/11/2010,0.0,-26.49,12.3,-29685.312,2.1
05/11/2010,0.0,-26.5,10.3,-29854.656,2.1
06/11/2010,0.0,-26.38,9.8,-29691.36,2.1
07/11/2010,0.0,-26.26,14.0,-29109.024,2.2
08/11/2010,0.0,-26.14,11.3,-26610.336,2.2
09/11/2010,25.3,-26.14,11.1,-29373.408,2.2
10/11/2010,0.0,-26.27,12.3,-29467.584,2.3
11/11/2010,0.0,-26.42,10.8,-30147.552,2.3
12/11/2010,0.1,-26.35,8.7,-29397.6,2.3
13/11/2010,0.0,-26.35,12.6,-30755.808,2.4
14/11/2010,0.0,-26.38,12.2,-29850.336,2.5
15/11/2010,0.0,-26.32,13.4,-27630.72,2.3
16/11/2010,0.0,-26.3,12.2,-28092.96,2.3
17/11/2010,0.0,-26.32,8.6,-28931.04,2.3
18/11/2010,8.0,-26.38,7.3,-30049.056,2.3
19/11/2010,0.0,-26.41,9.9,-28932.768,2.3
20/11/2010,0.0,-26.43,9.8,-31402.944,2.3
21/11/2010,30.0,-26.27,9.7,-27476.928,2.5
22/11/2010,0.0,-26.26,10.7,-28959.552,2.9
23/11/2010,0.0,-26.29,8.1,-29817.504,3.2
24/11/2010,0.0,-26.33,6.7,-28704.672,3.1
25/11/2010,0.0,-26.32,5.1,-27649.728,2.8
26/11/2010,7.2,-26.25,5.2,-28281.312,2.7
27/11/2010,0.0,-26.35,4.1,-30666.816,2.7
28/11/2010,0.0,-26.22,4.0,-22046.688,3.1
29/11/2010,0.0,-26.31,7.8,-29669.76,3.6
30/11/2010,0.0,-26.33,5.6,-29575.584,3.9
01/12/2010,23.4,-26.26,10.3,-33183.648,3.9
02/12/2010,0.0,-26.37,9.4,-33795.36,3.7
03/12/2010,9.1,-26.41,5.4,-35647.776,3.7
04/12/2010,0.0,-26.42,4.7,-34488.288,3.3
05/12/2010,0.0,-26.3,2.3,-30179.52,3.0
06/12/2010,0.0,-26.16,11.3,-29930.688,2.8
07/12/2010,0.0,-26.08,14.5,-30852.576,2.8
08/12/2010,0.0,-26.04,14.9,-31396.032,2.7
09/12/2010,0.0,-25.92,13.4,-29807.136,2.4
10/12/2010,0.0,-25.97,6.1,-29709.504,2.3
11/12/2010,0.0,-25.94,2.3,-31220.64,2.4
12/12/2010,0.0,-25.68,6.0,-29291.328,2.4
13/12/2010,0.0,-25.76,5.1,-30348.0,2.3
14/12/2010,0.0,-25.72,1.0,-28461.888,2.1
15/12/2010,0.0,-25.65,1.0,-29501.28,2.6
16/12/2010,0.0,-25.62,-1.4,-31635.36,2.6
17/12/2010,0.0,-25.54,-2.1,-31293.216,2.4
18/12/2010,7.3,-25.49,2.2,-32840.64,2.7
19/12/2010,0.0,-25.48,-0.1,-28566.432,2.7
20/12/2010,0.0,-25.34,4.1,-27582.336,2.5
21/12/2010,0.0,-25.32,9.2,-29841.696,2.5
22/12/2010,0.0,-25.26,12.0,-29493.504,2.7
23/12/2010,0.0,-25.14,13.9,-29698.272,2.7
24/12/2010,0.0,-25.08,10.3,-29586.816,2.7
25/12/2010,0.0,-25.01,7.5,-25193.376,2.8
26/12/2010,0.0,-24.96,5.7,-24894.432,2.8
27/12/2010,0.0,-25.03,3.0,-27683.424,2.8
28/12/2010,0.0,-24.99,0.9,-27668.736,2.8
29/12/2010,0.0,-24.97,0.8,-27401.76,2.8
30/12/2010,0.0,-24.86,4.3,-27473.472,2.6
31/12/2010,0.0,-24.86,4.1,-29916.864,2.5
01/01/2011,0.0,-24.82,5.6,-28958.688,2.5
02/01/2011,0.0,-24.64,6.3,-26367.552,2.4
03/01/2011,0.0,-24.71,5.1,-29775.168,2.3
04/01/2011,0.0,-24.66,0.1,-27673.92,2.3
05/01/2011,0.3,-24.6,2.1,-27760.32,2.4
06/01/2011,0.0,-24.56,6.5,-27187.488,2.6
07/01/2011,0.0,-24.53,11.4,-29020.032,2.4
08/01/2011,0.0,-24.53,9.1,-29743.2,2.4
09/01/2011,0.0,-24.47,4.8,-28448.064,2.6
10/01/2011,0.5,-24.38,7.0,-27772.416,2.3
11/01/2011,0.9,-24.3,8.0,-27477.792,2.4
12/01/2011,0.0,-24.32,4.5,-28899.936,2.3
13/01/2011,0.0,-24.27,3.7,-27804.384,2.3
14/01/2011,0.0,-24.26,3.6,-27967.68,2.3
15/01/2011,0.0,-24.27,8.0,-29808.0,2.3
16/01/2011,0.0,-24.27,4.0,-28378.08,2.3
17/01/2011,0.0,-24.19,4.1,-26835.84,2.3
18/01/2011,0.0,-24.14,4.0,-26974.944,2.3
19/01/2011,0.1,-24.06,6.0,-27190.944,2.3
20/01/2011,17.2,-23.98,4.5,-26435.808,2.4
21/01/2011,0.0,-23.98,3.7,-27414.72,2.5
22/01/2011,0.0,-23.96,3.9,-29806.272,2.4
23/01/2011,0.0,-23.92,2.5,-26606.016,2.4
24/01/2011,0.0,-23.95,1.0,-27803.52,2.4
25/01/2011,0.0,-23.89,1.1,-27975.456,2.3
26/01/2011,0.0,-23.8,4.6,-27575.424,2.2
27/01/2011,0.0,-23.82,5.9,-28459.296,2.3
28/01/2011,0.0,-23.85,7.8,-27580.608,2.5
29/01/2011,0.0,-23.9,5.5,-28166.4,2.4
30/01/2011,5.9,-23.84,5.0,-26755.488,2.4
31/01/2011,0.0,-23.79,4.1,-25154.496,2.5
01/02/2011,0.0,-23.77,4.4,-26838.432,2.4
02/02/2011,0.0,-23.72,4.5,-27780.192,2.4
03/02/2011,0.0,-23.7,6.2,-27304.992,2.4
04/02/2011,0.0,-23.75,8.2,-27851.04,2.4
05/02/2011,0.0,-23.73,4.7,-28121.472,2.3
06/02/2011,0.0,-23.67,4.4,-26226.72,2.3
07/02/2011,0.0,-23.62,4.7,-26167.968,2.2
08/02/2011,0.0,-23.59,5.2,-25812.0,2.4
09/02/2011,0.0,-23.53,2.4,-25933.824,2.3
10/02/2011,0.0,-23.53,2.6,-25098.336,2.3
11/02/2011,0.0,-23.5,5.4,-25890.624,2.3
12/02/2011,0.0,-23.45,7.6,-27174.528,2.3
13/02/2011,0.0,-23.4,7.5,-25221.024,2.3
14/02/2011,0.0,-23.38,6.4,-26765.856,2.3
15/02/2011,0.0,-23.34,7.7,-26916.192,2.3
16/02/2011,8.4,-23.25,8.4,-25251.264,2.3
17/02/2011,0.0,-23.3,8.8,-26105.76,2.4
18/02/2011,0.0,-23.29,8.0,-26798.688,2.4
19/02/2011,0.0,-23.38,8.3,-29152.224,2.3
20/02/2011,10.1,-23.35,6.6,-25587.36,2.3
21/02/2011,0.0,-23.24,6.0,-24712.992,2.5
22/02/2011,0.0,-23.25,4.8,-26079.84,2.3
23/02/2011,0.0,-23.3,3.7,-26104.032,2.3
24/02/2011,0.0,-23.31,2.8,-26354.592,2.4
25/02/2011,0.0,-23.32,4.1,-27532.224,2.3
26/02/2011,0.0,-23.28,3.2,-28378.944,2.4
27/02/2011,0.0,-23.2,2.2,-25373.088,2.4
28/02/2011,0.2,-23.18,6.1,-27232.416,2.4
01/03/2011,0.0,-23.19,7.3,-25581.312,2.4
02/03/2011,0.0,-23.21,5.2,-26464.32,2.7
03/03/2011,0.0,-23.23,7.6,-26713.152,2.7
04/03/2011,0.0,-23.26,5.9,-27731.808,2.7
05/03/2011,4.7,-23.22,6.0,-29690.496,2.6
06/03/2011,0.0,-23.24,7.9,-28866.24,2.6
07/03/2011,0.0,-23.33,4.8,-28577.664,2.3
08/03/2011,0.0,-23.36,3.3,-28226.016,2.5
09/03/2011,0.0,-23.27,2.7,-28563.84,2.5
10/03/2011,0.0,-23.28,4.4,-28982.88,2.4
11/03/2011,0.0,-23.28,6.4,-29042.496,2.4
12/03/2011,0.0,-23.28,7.0,-30348.864,2.4
13/03/2011,0.0,-23.2,8.3,-27560.736,2.4
14/03/2011,0.3,-23.2,14.2,-26625.024,2.4
15/03/2011,0.0,-23.2,14.4,-28100.736,2.4
16/03/2011,32.1,-23.15,12.0,-30709.152,2.6
17/03/2011,0.0,-23.18,10.4,-28430.784,2.8
18/03/2011,0.0,-23.2,11.1,-28263.168,2.8
19/03/2011,0.0,-23.28,10.8,-30462.048,2.7
20/03/2011,0.1,-23.26,7.1,-27335.232,2.6
21/03/2011,0.0,-23.24,6.6,-28293.408,2.5
22/03/2011,0.0,-23.28,8.9,-28413.504,2.5
23/03/2011,0.0,-23.26,11.3,-28067.904,2.5
24/03/2011,0.0,-23.28,11.6,-28994.112,2.5
25/03/2011,0.0,-23.23,10.6,-29394.144,2.4
26/03/2011,0.0,-23.18,11.8,-29109.024,2.5
27/03/2011,0.0,-23.16,11.2,-28211.328,2.4
28/03/2011,14.5,-23.05,11.4,-24828.768,2.5
29/03/2011,0.0,-23.06,10.8,-26783.136,2.6
30/03/2011,0.0,-23.14,11.0,-28168.128,2.4
31/03/2011,0.0,-23.16,12.1,-28601.856,2.4
01/04/2011,0.0,-23.18,13.2,-28645.056,2.4
02/04/2011,0.0,-23.19,15.4,-29773.44,2.4
03/04/2011,0.0,-23.15,15.9,-28059.264,2.4
04/04/2011,0.0,-23.16,16.2,-28353.024,2.4
05/04/2011,0.0,-23.19,13.4,-28404.0,2.3
06/04/2011,0.0,-23.19,16.0,-29351.808,2.1
07/04/2011,0.0,-23.2,17.8,-29705.184,2.0
08/04/2011,0.0,-23.16,17.4,-30732.48,2.0
09/04/2011,0.0,-23.16,18.1,-30824.064,2.0
10/04/2011,0.0,-23.15,17.8,-27570.24,2.1
11/04/2011,0.0,-23.13,16.0,-26954.208,2.0
12/04/2011,0.0,-23.11,16.0,-28009.152,2.0
13/04/2011,0.0,-23.1,11.1,-27333.504,2.1
14/04/2011,5.2,-23.14,8.2,-28489.536,2.1
15/04/2011,0.0,-23.07,10.1,-27662.688,2.1
